packet_id,time_stamp,src_mac,dest_mac,src_ip,dest_ip,protoc,src_port,dest_port,port_categ,packet_categ,payload
54,2024-11-30 18:27:10,1c:57:dc:65:81:f2,e8:65:5f:b6:dd:83,10.192.67.245,35.186.224.24,UDP,55547,443,HTTPS,Other UDP Traffic,50 e8 1d 7e 01 6e 5d 44 84 5b ab 6d fc bb 85 95 83 d0 a4 e4 60 f3 7e 44 71 a4 9a f8 09 b5 61 6f 16 20 9e 72 8f 08 41 4e 7f d1 38 2d 46 6d a2 01 26 95 01 c2 5e 52 40 cf 86 db 46 99 f7 04 70 a0 7c a6 0d d7 c0 90 48 98 d5 b7 9c aa d3 d5 68 2e 7a 36 5b 21 43 4b df e5 9f 85 56 69 a3 8f e7 ef 24 a5 44 f1 07 5e 2f a7 87 35 e3 ca 4e 00 e3 13 2b e8 10 42 af f5 75 bb 51 44 45 05 a3 87 07 d0 8f 11 cf 20 40 e2 a3 89 2d 58 56 4d 09 1f f7 40 9c ce 3f 7f 59 6a 90 20 33 f5 d2 3d a5 a3 40 ac c2 22 90 53 d1 45 4d fa 89 33 c2 b0 db 11 6f fd 85 37 c3 5c 94 9c 6b 65 98 9f 7a 9d 5c 40 c2 1d 2f f7 18 77 f0 d2 b7 6c 7d c4 cb 39 c3 43 8c c3 16 cc 7d 2a 30 03 6f 32 5a 90 46 d7 15 d1 ea 63 8d 66 44 28 cb fd 9a bc 95 c6 d8 b0 2c 5a 21 f2 c4 73 06 a8 4f a3 b1 23 2e 21 4b b3 70 47 89 56 de 5a 7b b5 9d 8d 3e 13 f0 d9 9b 2a 7d be 96 ae 5c a1 29 92 e2 fb dc 64 16 d5 59 d1 6f 54 19 c8 bf cb 46 cd c8 20 e4 f8 f9 cf a9 95 b1 5d 41 2e 20 0a 53 b2 c8 b2 f1 cb 09 95 35 2e a0 39 e0 36 c9 fe 68 96 45 23 09 e1 af 50 80 28 e6 25 54 55 55 6a d9 88 0f fc 88 e3 fc ae a8 b9 4d f9 d7 0a 39 db 33 a5 4f 4b a2 38 7e e9 97 c5 eb 0a 60 23 6d 42 61 01 f1 46 a1 16 4a 4c c2 71 ee 72 90 2b f2 9f c9 09 90 7f 45 fe 43 be 2b 02 ed 1e f6 a5 18 95 06 12 4c cd 5d 36 95 bb 74 79 50 e5 ec 27 55 e9 d6 c8 2c 81 e8 9e f1 34 b2 3c 4f 4b 69 48 8e 43 d6 ac d4 af 7a a1 13 40 f2 65 60 1f 07 57 7a 1e f0 a5 24 23 17 b9 b8 51 d3 bb 28 f5 70 fe ba 1a 4d cf 47 01 c5 b1 a7 a3 1f 1c 94 24 bb b7 2c 55 27 34 c8 1e 83 bf dc 27 9f c6 fc d9 ff c9 48 fb da 19 00 3d 6c bd e5 54 d9 62 85 bb fb d7 6e 22 28 c4 dd e5 f9 37 cb 58 f4 1b eb f7 b4 56 87 ce d0 b0 8f df f3 2c 52 fd c8 71 fc 2b fc af fd 54 74 f5 22 ab 50 c9 a3 e5 61 ac b6 63 9c f4 47 35 12 f5 cc 77 f8 7b 83 07 1c d6 73 b4 58 6f 22 46 b1 9e 0e 42 1b 81 7c 85 28 be ab a0 0a df a9 be 19 8c 36 b5 bc 99 fa ac 78 5e 1f d0 db 18 00 26 34 16 c0 cd 5b c9 f1 e9 e2 93 c9 40 ff 9a f1 7a 1a e1 6e ad 86 4b cc 59 9a 18 4b 0a c5 11 5e e0 3a ad 7c b3 3f 2f 09 57 22 7b d6 08 31 a0 91 0e a2 b8 85 5a d2 83 8c 55 a2 86 d9 67 53 93 98 b0 1c 6e f8 97 4b 4d d6 7f af d5 fb 85 b1 cc e1 e6 b7 8c 66 d2 c5 6b 8a 28 56 c7 ba 53 ac 82 16 45 e3 79 4d 41 24 3a cc f9 0a 1f da 40 57 56 84 d9 6d 3b aa 72 4d b8 53 6d ef 4c 4d 96 40 e4 69 b8 20 07 62 1e 46 1b b4 07 24 ac 5a 9b ab 39 ad cf a3 79 0b 94 06 b6 10 da 77 6f aa 81 52 7d ee 48 57 05 25 9f b3 1e f0 82 8d 49 02 f1 5d 8a 0c 43 c8 57 0c 8d 54 5a c5 47 15 00 1a d5 11 c6 f0 4f cd 92 3c de 60 00 21 05 54 b1 5e 38 8a 9d 86 18 b5 67 ac db d9 40 19 a8 c1 03 9d f5 6a 53 53 71 d4 9e d5 28 93 fc f5 90 c0 c6 e6 6d 3c dc cb 57 db e6 43 53 3f 5b 1b a4 b1 36 12 f7 61 ba f9 3c 9f c0 da 5e cd e9 0c 50 51 8d 69 72 12 6e 06 f9 3f 38 04 1c 3c 4c 
55,2024-11-30 18:27:10,e8:65:5f:b6:dd:83,1c:57:dc:65:81:f2,35.186.224.24,10.192.67.245,UDP,443,55547,Unknown,Other UDP Traffic,51 57 d3 81 d9 c0 3e 56 f8 4d cc cb d7 5b c3 6c 1b f9 63 07 40 25 81 a7 15 aa 6f 63 0c 
56,2024-11-30 18:27:10,e8:65:5f:b6:dd:83,1c:57:dc:65:81:f2,35.186.224.24,10.192.67.245,UDP,443,55547,Unknown,Other UDP Traffic,43 4a e7 e0 c7 cd f6 3d cb 5b 28 2c 5e ea 93 64 0d 91 ca 04 46 0b e3 
57,2024-11-30 18:27:10,1c:57:dc:65:81:f2,e8:65:5f:b6:dd:83,10.192.67.245,35.186.224.24,UDP,55547,443,HTTPS,Other UDP Traffic,51 e8 1d 7e 01 6e 5d 44 84 fa 0e e9 99 e1 d7 77 e0 c5 88 6e 07 2e bd 2c d6 2c c2 40 b7 27 ff bc 
58,2024-11-30 18:27:11,e8:65:5f:b6:dd:83,1c:57:dc:65:81:f2,172.64.148.154,10.192.67.245,TCP,443,52294,Unknown,Other TCP Traffic,01 01 08 0a 2e ac 60 63 43 37 03 fe 17 03 03 00 14 4b f4 a3 cd 78 2e 12 40 c3 44 a7 3b cc b5 d4 eb 88 f5 a4 6a 
59,2024-11-30 18:27:11,1c:57:dc:65:81:f2,e8:65:5f:b6:dd:83,10.192.67.245,172.64.148.154,TCP,52294,443,HTTPS,Web Traffic (HTTP/HTTPS),01 01 08 0a 43 37 31 15 2e ac 60 63 
60,2024-11-30 18:27:11,1c:57:dc:65:81:f2,e8:65:5f:b6:dd:83,10.192.67.245,172.64.148.154,TCP,52294,443,HTTPS,Web Traffic (HTTP/HTTPS),01 01 08 0a 43 37 31 16 2e ac 60 63 17 03 03 00 18 d6 1a 91 04 2a f6 e0 ed 59 9f da 25 f5 d8 67 c8 86 7b c6 bb 72 ed f9 4b 
61,2024-11-30 18:27:11,e8:65:5f:b6:dd:83,1c:57:dc:65:81:f2,172.64.148.154,10.192.67.245,TCP,443,52294,Unknown,Other TCP Traffic,01 01 08 0a 2e ac 60 6b 43 37 31 16 
62,2024-11-30 18:27:11,e8:65:5f:b6:dd:83,1c:57:dc:65:81:f2,35.186.224.24,10.192.67.245,UDP,443,55547,Unknown,Other UDP Traffic,49 51 eb 66 ed 45 c6 a9 ca 04 7a 39 0f be 14 ca f8 95 72 d3 ad bf 7b 01 87 32 d4 c1 34 c9 47 cf 29 7f 3a ca 0c b0 5e 79 d5 d4 74 48 a7 c9 38 ff e4 1b b5 f6 b4 bf d0 67 b2 7d 60 f9 42 62 49 c5 
63,2024-11-30 18:27:11,1c:57:dc:65:81:f2,e8:65:5f:b6:dd:83,10.192.67.245,35.186.224.24,UDP,55547,443,HTTPS,Other UDP Traffic,52 e8 1d 7e 01 6e 5d 44 84 82 d0 bb d4 99 da 3b ad 98 86 32 be 7c db 43 11 6f 82 ca 1b ff 61 ab 10 33 b5 e6 
64,2024-11-30 18:27:11,e8:65:5f:b6:dd:83,1c:57:dc:65:81:f2,35.186.224.24,10.192.67.245,UDP,443,55547,Unknown,Other UDP Traffic,57 10 1c 5c 49 b3 ec 79 2e 69 61 8e 51 94 6a 7c b5 86 ca 4f 2c f1 48 86 
65,2024-11-30 18:27:11,dc:e9:94:f2:25:86,ff:ff:ff:ff:ff:ff,10.192.67.149,10.192.67.255,UDP,9999,9999,Unknown,Other UDP Traffic,67 45 41 1e 00 80 4d 83 30 78 30 30 30 30 37 37 35 65 62 38 62 30 36 61 66 63 00 00 00 00 00 00 00 00 00 00 00 00 00 00 37 31 38 39 36 32 36 33 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 54 43 50 3a 7e 31 3a 31 30 32 34 09 55 44 50 3a 7e 31 3a 31 30 32 34 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
66,2024-11-30 18:27:12,d4:8d:26:f8:eb:d4,ff:ff:ff:ff:ff:ff,10.192.67.75,255.255.255.255,UDP,42167,9999,Unknown,Other UDP Traffic,d0 f2 81 f8 8b ff 9a f7 d5 ef 94 b6 d1 b4 c0 9f ec 95 e6 8f e1 87 e8 ca f0 8b f6 8b a7 85 e0 8d e8 9c f9 8b a9 93 e8 ca ad c8 bc e3 91 f4 95 f9 8d e4 89 ec ce f4 8f f2 8f f2 
67,2024-11-30 18:27:12,dc:e9:94:f2:25:86,ff:ff:ff:ff:ff:ff,10.192.67.149,10.192.67.255,UDP,9999,9999,Unknown,Other UDP Traffic,67 45 41 1e 00 b0 f4 18 30 78 30 30 30 30 37 37 61 31 35 35 39 34 62 61 64 39 00 00 00 00 00 00 00 00 00 00 00 00 00 00 37 31 38 39 36 32 36 33 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 54 43 50 3a 7e 31 3a 31 30 32 34 09 55 44 50 3a 7e 31 3a 31 30 32 34 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
68,2024-11-30 18:27:13,dc:e9:94:f2:25:86,ff:ff:ff:ff:ff:ff,10.192.67.149,10.192.67.255,UDP,9999,9999,Unknown,Other UDP Traffic,67 45 41 1e 00 4c f0 80 30 78 30 30 30 30 37 37 62 30 39 63 34 32 30 30 38 38 00 00 00 00 00 00 00 00 00 00 00 00 00 00 37 31 38 39 36 32 36 33 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 54 43 50 3a 7e 31 3a 31 30 32 34 09 55 44 50 3a 7e 31 3a 31 30 32 34 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
